# Phonon dispersion from ShengBTE
# Path: G -> K -> M -> G
# Tick positions:
#       G  d = 0.000000
#       K  d = 1.710820
#       M  d = 2.566230
#       G  d = 4.047844
#       distance               qx               qy               qz     omega_1(THz)     omega_2(THz)     omega_3(THz)     omega_4(THz)     omega_5(THz)     omega_6(THz)
        1.977330         0.385260         0.229481         0.000000        14.620302        17.847864        27.086324        37.521597        39.146336        41.680088
        1.981628         0.386097         0.227806         0.000000        14.607027        17.868546        27.006257        37.550105        39.173368        41.698775
        1.985927         0.386935         0.226130         0.000000        14.594332        17.888852        26.925229        37.579276        39.200327        41.717839
        1.990225         0.387772         0.224455         0.000000        14.582939        17.907928        26.844419        37.612180        39.224067        41.736812
        1.994524         0.388610         0.222780         0.000000        14.569960        17.928643        26.762713        37.639190        39.252591        41.756182
        1.998823         0.389447         0.221105         0.000000        14.557205        17.949200        26.680810        37.666338        39.280885        41.775643
        2.003121         0.390285         0.219430         0.000000        14.545463        17.968856        26.598746        37.695959        39.307179        41.795153
        2.007420         0.391122         0.217755         0.000000        14.534462        17.987930        26.516120        37.726960        39.332551        41.814827
        2.011718         0.391960         0.216080         0.000000        14.524763        18.005784        26.433644        37.761829        39.354603        41.834388
        2.016017         0.392797         0.214405         0.000000        14.512550        18.026148        26.350364        37.787354        39.384140        41.854483
        2.020315         0.393635         0.212730         0.000000        14.501445        18.045481        26.267185        37.816082        39.410900        41.874499
        2.024614         0.394472         0.211055         0.000000        14.491143        18.064142        26.183662        37.846430        39.436411        41.894567
        2.028912         0.395310         0.209380         0.000000        14.481758        18.082013        26.099861        37.879016        39.460116        41.914634
        2.033211         0.396147         0.207705         0.000000        14.472960        18.099361        26.016056        37.913052        39.482456        41.934687
        2.037509         0.396985         0.206030         0.000000        14.462122        18.118712        25.931900        37.939139        39.511042        41.955163
        2.041808         0.397823         0.204355         0.000000        14.452586        18.136853        25.847835        37.969233        39.536196        41.975506
        2.046106         0.398660         0.202680         0.000000        14.443624        18.154549        25.763340        37.999974        39.560897        41.995853
        2.050405         0.399498         0.201005         0.000000        14.435771        18.171248        25.678754        38.033943        39.582856        42.016088
        2.054704         0.400335         0.199330         0.000000        14.427578        18.188299        25.594157        38.066006        39.606135        42.036433
        2.059002         0.401173         0.197655         0.000000        14.418221        18.206481        25.509520        38.093144        39.633169        42.057020
        2.063301         0.402010         0.195980         0.000000        14.410158        18.223471        25.424922        38.124370        39.656695        42.077457
        2.067599         0.402848         0.194305         0.000000        14.402444        18.240222        25.339913        38.155269        39.680525        42.097796
        2.071898         0.403685         0.192630         0.000000        14.396040        18.255777        25.254912        38.190455        39.700665        42.117970
        2.076196         0.404523         0.190955         0.000000        14.388339        18.272556        25.170040        38.220119        39.725021        42.138362
        2.080495         0.405360         0.189280         0.000000        14.380378        18.289598        25.085248        38.248161        39.750449        42.158819
        2.084793         0.406198         0.187605         0.000000        14.373487        18.305674        25.000404        38.279340        39.773161        42.179098
        2.089092         0.407035         0.185929         0.000000        14.367131        18.321303        24.915357        38.311176        39.795246        42.199160
        2.093390         0.407873         0.184254         0.000000        14.362090        18.335740        24.830295        38.347443        39.813497        42.219049
        2.097689         0.408710         0.182579         0.000000        14.354768        18.352272        24.745605        38.374317        39.839098        42.239230
        2.101988         0.409548         0.180904         0.000000        14.348117        18.368202        24.660970        38.403145        39.862868        42.259320
        2.106286         0.410385         0.179229         0.000000        14.342290        18.383393        24.576283        38.434040        39.884780        42.279156
        2.110585         0.411223         0.177554         0.000000        14.337207        18.397926        24.491529        38.466698        39.905063        42.298721
        2.114883         0.412060         0.175879         0.000000        14.333133        18.411550        24.406799        38.502719        39.922348        42.318140
        2.119182         0.412898         0.174204         0.000000        14.326387        18.427582        24.322647        38.527658        39.948400        42.337814
        2.123480         0.413735         0.172529         0.000000        14.320960        18.442426        24.238472        38.557177        39.970463        42.357310
        2.127779         0.414573         0.170854         0.000000        14.316091        18.456760        24.154333        38.587569        39.991602        42.376434
        2.132077         0.415410         0.169179         0.000000        14.312195        18.470223        24.070201        38.620957        40.010027        42.395292
        2.136376         0.416248         0.167504         0.000000        14.308331        18.483647        23.986279        38.653908        40.028545        42.414080
        2.140674         0.417086         0.165829         0.000000        14.302720        18.498614        23.902884        38.679308        40.053006        42.432946
        2.144973         0.417923         0.164154         0.000000        14.298434        18.512396        23.819469        38.709437        40.073312        42.451634
        2.149272         0.418761         0.162479         0.000000        14.294418        18.525901        23.736267        38.739123        40.093715        42.469801
        2.153570         0.419598         0.160804         0.000000        14.291624        18.538315        23.653083        38.773164        40.110226        42.487762
        2.157869         0.420436         0.159129         0.000000        14.287860        18.551563        23.570335        38.802718        40.130197        42.505677
        2.162167         0.421273         0.157454         0.000000        14.283302        18.565488        23.487987        38.828510        40.153026        42.523538
        2.166466         0.422111         0.155779         0.000000        14.279914        18.578363        23.405689        38.858386        40.172183        42.541165
        2.170764         0.422948         0.154104         0.000000        14.276807        18.590932        23.323759        38.887973        40.191238        42.558220
        2.175063         0.423786         0.152429         0.000000        14.275035        18.602320        23.241854        38.922607        40.205775        42.575116
        2.179361         0.424623         0.150754         0.000000        14.271263        18.615412        23.160606        38.948448        40.227441        42.591931
        2.183660         0.425461         0.149079         0.000000        14.267680        18.628316        23.079602        38.974576        40.248594        42.608614
        2.187958         0.426298         0.147404         0.000000        14.264982        18.640401        22.998825        39.003484        40.267091        42.624943
        2.192257         0.427136         0.145729         0.000000        14.262813        18.651961        22.918467        39.033451        40.284305        42.640775
        2.196556         0.427973         0.144053         0.000000        14.261982        18.662344        22.838173        39.068631        40.296805        42.656464
        2.200854         0.428811         0.142378         0.000000        14.258102        18.675300        22.758727        39.090449        40.320424        42.671971
        2.205153         0.429648         0.140703         0.000000        14.255415        18.687202        22.679370        39.116869        40.339851        42.687333
        2.209451         0.430486         0.139028         0.000000        14.253312        18.698520        22.600504        39.144630        40.357741        42.702203
        2.213750         0.431323         0.137353         0.000000        14.252004        18.709091        22.522047        39.174937        40.373054        42.716695
        2.218048         0.432161         0.135678         0.000000        14.251159        18.719229        22.443842        39.206829        40.386730        42.731026
        2.222347         0.432998         0.134003         0.000000        14.247954        18.731324        22.366338        39.228118        40.409293        42.745079
        2.226645         0.433836         0.132328         0.000000        14.246092        18.742242        22.288946        39.254793        40.426937        42.759009
        2.230944         0.434673         0.130653         0.000000        14.244491        18.752812        22.212388        39.281235        40.444269        42.772301
        2.235242         0.435511         0.128978         0.000000        14.243972        18.762410        22.136168        39.311855        40.457612        42.785366
        2.239541         0.436348         0.127303         0.000000        14.242875        18.772446        22.060371        39.339547        40.473249        42.798187
        2.243839         0.437186         0.125628         0.000000        14.240422        18.783571        21.985103        39.360886        40.494176        42.810708
        2.248138         0.438024         0.123953         0.000000        14.239276        18.793550        21.910030        39.387581        40.510141        42.823110
        2.252437         0.438861         0.122278         0.000000        14.238129        18.803363        21.836161        39.412748        40.526789        42.834768
        2.256735         0.439699         0.120603         0.000000        14.238332        18.812003        21.762518        39.443663        40.538084        42.846351
        2.261034         0.440536         0.118928         0.000000        14.236896        18.821950        21.689415        39.466853        40.555951        42.857546
        2.265332         0.441374         0.117253         0.000000        14.235129        18.832119        21.616714        39.488216        40.575171        42.868491
        2.269631         0.442211         0.115578         0.000000        14.234352        18.841378        21.544542        39.513383        40.590642        42.879189
        2.273929         0.443049         0.113903         0.000000        14.233861        18.850246        21.473534        39.538647        40.605378        42.889318
        2.278228         0.443886         0.112228         0.000000        14.234721        18.857942        21.402811        39.569851        40.614535        42.899398
        2.282526         0.444724         0.110553         0.000000        14.232867        18.867813        21.332686        39.588230        40.634903        42.908892
        2.286825         0.445561         0.108878         0.000000        14.231727        18.877040        21.262896        39.609599        40.652333        42.918252
        2.291123         0.446399         0.107203         0.000000        14.231242        18.885594        21.194045        39.633082        40.667337        42.927244
        2.295422         0.447236         0.105528         0.000000        14.231346        18.893528        21.126242        39.658441        40.680063        42.935855
        2.299721         0.448074         0.103852         0.000000        14.232387        18.900633        21.058805        39.687963        40.688764        42.944379
        2.304019         0.448911         0.102177         0.000000        14.230461        18.910098        20.991931        39.703189        40.710114        42.952205
        2.308318         0.449749         0.100502         0.000000        14.229890        18.918394        20.925402        39.724553        40.725658        42.960010
        2.312616         0.450586         0.098827         0.000000        14.229627        18.926257        20.860297        39.746209        40.740204        42.967340
        2.316915         0.451424         0.097152         0.000000        14.230273        18.933268        20.796046        39.771669        40.750808        42.974476
        2.321213         0.452261         0.095477         0.000000        14.230787        18.940317        20.732238        39.796252        40.761945        42.981355
        2.325512         0.453099         0.093802         0.000000        14.229376        18.948860        20.668925        39.811268        40.781526        42.987663
        2.329810         0.453936         0.092127         0.000000        14.229322        18.956234        20.606012        39.832621        40.795071        42.993973
        2.334109         0.454774         0.090452         0.000000        14.229217        18.963418        20.545077        39.852321        40.809144        42.999730
        2.338407         0.455611         0.088777         0.000000        14.230354        18.969514        20.484719        39.877897        40.817501        43.005465
        2.342706         0.456449         0.087102         0.000000        14.230279        18.976517        20.424847        39.897226        40.831310        43.010744
        2.347005         0.457287         0.085427         0.000000        14.229336        18.984146        20.365456        39.912031        40.848995        43.015630
        2.351303         0.458124         0.083752         0.000000        14.229522        18.990764        20.306788        39.932038        40.861516        43.020460
        2.355602         0.458962         0.082077         0.000000        14.229747        18.997121        20.250168        39.951005        40.873975        43.024853
        2.359900         0.459799         0.080402         0.000000        14.231331        19.002310        20.194036        39.976717        40.879946        43.029289
        2.364199         0.460637         0.078727         0.000000        14.230611        19.009272        20.138425        39.990473        40.896644        43.033061
        2.368497         0.461474         0.077052         0.000000        14.230093        19.015995        20.083314        40.005072        40.912288        43.036654
        2.372796         0.462312         0.075377         0.000000        14.230350        19.021947        20.029440        40.022954        40.924279        43.040111
        2.377094         0.463149         0.073702         0.000000        14.230980        19.027403        19.977336        40.041879        40.934419        43.043318
        2.381393         0.463987         0.072027         0.000000        14.232971        19.031692        19.925749        40.067749        40.937856        43.046582
        2.385691         0.464824         0.070352         0.000000        14.231556        19.038619        19.874748        40.075611        40.957630        43.048992
        2.389990         0.465662         0.068677         0.000000        14.231426        19.044441        19.824264        40.090014        40.971073        43.051445
        2.394288         0.466499         0.067002         0.000000        14.231706        19.049734        19.775587        40.105677        40.982450        43.053717
        2.398587         0.467337         0.065327         0.000000        14.232705        19.054294        19.728314        40.124588        40.990103        43.055892
        2.402886         0.468174         0.063651         0.000000        14.234055        19.058492        19.681604        40.145208        40.995872        43.057948
        2.407184         0.469012         0.061976         0.000000        14.232914        19.064585        19.635546        40.152288        41.013851        43.059370
        2.411483         0.469849         0.060301         0.000000        14.233138        19.069512        19.590020        40.166511        41.024921        43.060857
        2.415781         0.470687         0.058626         0.000000        14.233400        19.074152        19.546920        40.179880        41.035570        43.062158
        2.420080         0.471524         0.056951         0.000000        14.234737        19.077820        19.504767        40.198810        41.040561        43.063470
        2.424378         0.472362         0.055276         0.000000        14.235328        19.081992        19.463273        40.213463        41.049178        43.064503
        2.428677         0.473199         0.053601         0.000000        14.234509        19.087194        19.422480        40.220190        41.064795        43.065149
        2.432975         0.474037         0.051926         0.000000        14.234985        19.091276        19.382326        40.233808        41.073669        43.065852
        2.437274         0.474874         0.050251         0.000000        14.235266        19.095222        19.345037        40.245273        41.083093        43.066419
        2.441572         0.475712         0.048576         0.000000        14.236915        19.098001        19.308266        40.264252        41.085241        43.067049
        2.445871         0.476549         0.046901         0.000000        14.236712        19.102150        19.272338        40.272633        41.096816        43.067294
        2.450170         0.477387         0.045226         0.000000        14.236191        19.106464        19.237099        40.279035        41.109871        43.067366
        2.454468         0.478225         0.043551         0.000000        14.236596        19.109900        19.203066        40.290225        41.117838        43.067471
        2.458767         0.479062         0.041876         0.000000        14.237163        19.112959        19.171416        40.301597        41.124401        43.067550
        2.463065         0.479900         0.040201         0.000000        14.239102        19.114852        19.140255        40.320654        41.123531        43.067680
        2.467364         0.480737         0.038526         0.000000        14.238076        19.097734        19.131492        40.322472        41.138137        43.067394
        2.471662         0.481575         0.036851         0.000000        14.237831        19.077019        19.126203        40.328579        41.148431        43.067096
        2.475961         0.482412         0.035176         0.000000        14.238139        19.053186        19.125202        40.337314        41.155325        43.066840
        2.480259         0.483250         0.033501         0.000000        14.238975        19.027378        19.127377        40.348631        41.158843        43.066612
        2.484558         0.484087         0.031826         0.000000        14.240670        19.002127        19.128789        40.364774        41.157551        43.066380
        2.488856         0.484925         0.030151         0.000000        14.239311        18.978265        19.132499        40.362774        41.172469        43.065868
        2.493155         0.485762         0.028476         0.000000        14.239325        18.954851        19.135043        40.368620        41.179814        43.065388
        2.497454         0.486600         0.026801         0.000000        14.239516        18.933860        19.137194        40.374890        41.185465        43.064988
        2.501752         0.487437         0.025126         0.000000        14.240606        18.914055        19.138486        40.386188        41.185771        43.064618
        2.506051         0.488275         0.023450         0.000000        14.241446        18.895100        19.139881        40.395749        41.187242        43.064206
        2.510349         0.489112         0.021775         0.000000        14.240331        18.877470        19.142709        40.393375        41.199163        43.063701
        2.514648         0.489950         0.020100         0.000000        14.240591        18.860236        19.144371        40.398994        41.203390        43.063204
        2.518946         0.490787         0.018425         0.000000        14.240649        18.846046        19.145883        40.402810        41.207643        43.062839
        2.523245         0.491625         0.016750         0.000000        14.241983        18.832361        19.146293        40.414123        41.204595        43.062461
        2.527543         0.492462         0.015075         0.000000        14.241951        18.819971        19.147673        40.416854        41.208881        43.062092
        2.531842         0.493300         0.013400         0.000000        14.241071        18.808693        19.149619        40.414155        41.217648        43.061727
        2.536140         0.494137         0.011725         0.000000        14.241292        18.798223        19.150577        40.417858        41.219971        43.061371
        2.540439         0.494975         0.010050         0.000000        14.241484        18.790463        19.151272        40.420970        41.221345        43.061137
        2.544737         0.495812         0.008375         0.000000        14.243053        18.782967        19.150801        40.432327        41.214840        43.060846
        2.549036         0.496650         0.006700         0.000000        14.242139        18.777369        19.152167        40.428011        41.221997        43.060701
        2.553335         0.497488         0.005025         0.000000        14.241489        18.772508        19.153233        40.425040        41.227489        43.060559
        2.557633         0.498325         0.003350         0.000000        14.241563        18.769039        19.153553        40.426234        41.228297        43.060444
        2.561932         0.499163         0.001675         0.000000        14.241984        18.767563        19.153367        40.429310        41.226220        43.060381
        2.566230         0.500000        -0.000000         0.000000        14.243784        18.766280        19.152015        40.440729        41.216203        43.060225
        2.573676         0.497488        -0.000000         0.000000        14.238846        18.765588        19.156194        40.410837        41.244647        43.060558
        2.581121         0.494975        -0.000000         0.000000        14.229914        18.764332        19.163749        40.362450        41.290405        43.061163
        2.588566         0.492462        -0.000000         0.000000        14.215187        18.762256        19.176203        40.287225        41.361286        43.062163
        2.596011         0.489950        -0.000000         0.000000        14.192675        18.759047        19.195204        40.192354        41.449446        43.063710
        2.603457         0.487437        -0.000000         0.000000        14.166360        18.755271        19.217392        40.090282        41.543625        43.065531
        2.610902         0.484925        -0.000000         0.000000        14.132950        18.750413        19.245503        39.978606        41.645155        43.067877
        2.618347         0.482412        -0.000000         0.000000        14.094082        18.744670        19.278120        39.862423        41.749356        43.070653
        2.625793         0.479900        -0.000000         0.000000        14.051714        18.738355        19.313622        39.743427        41.855184        43.073708
        2.633238         0.477387        -0.000000         0.000000        14.001622        18.730685        19.355409        39.619918        41.962728        43.077427
        2.640683         0.474874        -0.000000         0.000000        13.948209        18.722377        19.399848        39.494854        42.070521        43.081460
        2.648128         0.472362        -0.000000         0.000000        13.890704        18.713285        19.447556        39.367871        42.178619        43.085881
        2.655574         0.469849        -0.000000         0.000000        13.827410        18.702963        19.499782        39.238489        42.286611        43.090912
        2.663019         0.467337        -0.000000         0.000000        13.761525        18.692052        19.553996        39.108067        42.394446        43.096238
        2.670464         0.464824        -0.000000         0.000000        13.691134        18.680073        19.611631        38.975870        42.501895        43.102099
        2.677910         0.462312        -0.000000         0.000000        13.617041        18.667108        19.671986        38.842213        42.608822        43.108460
        2.685355         0.459799        -0.000000         0.000000        13.540746        18.653544        19.733946        38.707684        42.715418        43.115124
        2.692800         0.457287        -0.000000         0.000000        13.459914        18.638615        19.799110        38.571300        42.821144        43.122489
        2.700246         0.454774        -0.000000         0.000000        13.376935        18.622954        19.865720        38.433984        42.926336        43.130247
        2.707691         0.452261        -0.000000         0.000000        13.291704        18.606524        19.933846        38.295689        43.030971        43.138417
        2.715136         0.449749        -0.000000         0.000000        13.202967        18.588733        20.004206        38.155745        43.104463        43.177412
        2.722581         0.447236        -0.000000         0.000000        13.112767        18.570317        20.075453        38.015067        43.156082        43.238123
        2.730027         0.444724        -0.000000         0.000000        13.020151        18.550830        20.148138        37.873145        43.165892        43.340363
        2.737472         0.442211        -0.000000         0.000000        12.925344        18.530237        20.222026        37.729976        43.176219        43.441775
        2.744917         0.439699        -0.000000         0.000000        12.829326        18.509007        20.296562        37.586098        43.186854        43.542699
        2.752363         0.437186        -0.000000         0.000000        12.730915        18.486392        20.372286        37.440705        43.198209        43.642495
        2.759808         0.434673        -0.000000         0.000000        12.631236        18.462938        20.448566        37.294416        43.210005        43.741594
        2.767253         0.432161        -0.000000         0.000000        12.530424        18.438734        20.525341        37.147326        43.222197        43.840070
        2.774698         0.429648        -0.000000         0.000000        12.427633        18.413027        20.602853        36.998665        43.235184        43.937279
        2.782144         0.427136        -0.000000         0.000000        12.324067        18.386659        20.680605        36.849327        43.248520        44.033928
        2.789589         0.424623        -0.000000         0.000000        12.219282        18.359227        20.758719        36.698899        43.262420        44.129671
        2.797034         0.422111        -0.000000         0.000000        12.113273        18.330567        20.837092        36.547235        43.276973        44.224359
        2.804480         0.419598        -0.000000         0.000000        12.006632        18.301237        20.915578        36.394902        43.291879        44.318471
        2.811925         0.417086        -0.000000         0.000000        11.898797        18.270525        20.994199        36.241201        43.307519        44.411386
        2.819370         0.414573        -0.000000         0.000000        11.790260        18.238871        21.072821        36.086583        43.323656        44.503479
        2.826816         0.412060        -0.000000         0.000000        11.681190        18.206501        21.151444        35.931267        43.340170        44.594948
        2.834261         0.409548        -0.000000         0.000000        11.571079        18.172506        21.229928        35.774389        43.357540        44.684987
        2.841706         0.407035        -0.000000         0.000000        11.460591        18.137829        21.308305        35.616865        43.375266        44.774423
        2.849151         0.404523        -0.000000         0.000000        11.349542        18.102121        21.386517        35.458364        43.393531        44.862945
        2.856597         0.402010        -0.000000         0.000000        11.237879        18.065086        21.464428        35.298620        43.412483        44.950282
        2.864042         0.399498        -0.000000         0.000000        11.125927        18.027366        21.542165        35.138239        43.431788        45.037005
        2.871487         0.396985        -0.000000         0.000000        11.013457        17.988302        21.619518        34.976615        43.451783        45.122518
        2.878933         0.394472        -0.000000         0.000000        10.900667        17.948217        21.696526        34.814056        43.472295        45.207105
        2.886378         0.391960        -0.000000         0.000000        10.787661        17.907447        21.773302        34.650869        43.493153        45.291071
        2.893823         0.389447        -0.000000         0.000000        10.674242        17.865024        21.849445        34.486186        43.514837        45.373526
        2.901268         0.386935        -0.000000         0.000000        10.560685        17.821891        21.925286        34.320865        43.536868        45.455327
        2.908714         0.384422        -0.000000         0.000000        10.446943        17.777793        22.000716        34.154678        43.559374        45.536240
        2.916159         0.381910        -0.000000         0.000000        10.333010        17.732306        22.075504        33.987253        43.582548        45.615863
        2.923604         0.379397        -0.000000         0.000000        10.219004        17.686138        22.149964        33.819225        43.606045        45.694853
        2.931050         0.376884        -0.000000         0.000000        10.104887        17.638705        22.223797        33.650081        43.630138        45.772662
        2.938495         0.374372        -0.000000         0.000000         9.990729        17.590200        22.297064        33.479995        43.654723        45.849463
        2.945940         0.371859        -0.000000         0.000000         9.876549        17.541019        22.369972        33.309318        43.679617        45.925629
        2.953386         0.369347        -0.000000         0.000000         9.762378        17.490284        22.442019        33.137286        43.705206        46.000327
        2.960831         0.366834        -0.000000         0.000000         9.648243        17.438791        22.513625        32.964596        43.731123        46.074304
        2.968276         0.364322        -0.000000         0.000000         9.534152        17.386420        22.584723        32.791146        43.757419        46.147449
        2.975721         0.361809        -0.000000         0.000000         9.420188        17.332633        22.654966        32.616474        43.784309        46.219245
        2.983167         0.359297        -0.000000         0.000000         9.306300        17.278187        22.724802        32.441236        43.811468        46.290411
        2.990612         0.356784        -0.000000         0.000000         9.192562        17.222579        22.793913        32.265000        43.839095        46.360470
        2.998057         0.354271        -0.000000         0.000000         9.079006        17.165871        22.862315        32.087824        43.867148        46.429476
        3.005503         0.351759        -0.000000         0.000000         8.965565        17.108511        22.930296        31.910090        43.895451        46.497860
        3.012948         0.349246        -0.000000         0.000000         8.852414        17.049716        22.997329        31.731133        43.924284        46.564874
        3.020393         0.346734        -0.000000         0.000000         8.739452        16.990128        23.063824        31.551501        43.953398        46.631131
        3.027838         0.344221        -0.000000         0.000000         8.626676        16.929758        23.129792        31.371205        43.982788        46.696643
        3.035284         0.341709        -0.000000         0.000000         8.514286        16.867963        23.194776        31.189701        44.012654        46.760804
        3.042729         0.339196        -0.000000         0.000000         8.402085        16.805535        23.259317        31.007661        44.042723        46.824365
        3.050174         0.336683        -0.000000         0.000000         8.290204        16.742051        23.323118        30.824728        44.073126        46.886931
        3.057620         0.334171        -0.000000         0.000000         8.178701        16.677447        23.386120        30.640849        44.103863        46.948447
        3.065065         0.331658        -0.000000         0.000000         8.067414        16.612216        23.448674        30.456441        44.134783        47.009378
        3.072510         0.329146        -0.000000         0.000000         7.956613        16.545662        23.510276        30.270919        44.166072        47.069083
        3.079956         0.326633        -0.000000         0.000000         7.846139        16.478281        23.571275        30.084700        44.197576        47.128030
        3.087401         0.324121        -0.000000         0.000000         7.735941        16.410206        23.631770        29.897899        44.229262        47.186341
        3.094846         0.321608        -0.000000         0.000000         7.626355        16.340690        23.691209        29.709887        44.261297        47.243350
        3.102291         0.319096        -0.000000         0.000000         7.517045        16.270557        23.750197        29.521360        44.293471        47.299809
        3.109737         0.316583        -0.000000         0.000000         7.408171        16.199460        23.808474        29.332024        44.325863        47.355410
        3.117182         0.314070        -0.000000         0.000000         7.299850        16.127207        23.865901        29.141722        44.358494        47.410001
        3.124627         0.311558        -0.000000         0.000000         7.191828        16.054341        23.922877        28.950909        44.391248        47.464061
        3.132073         0.309045        -0.000000         0.000000         7.084428        15.980238        23.978942        28.759065        44.424239        47.517059
        3.139518         0.306533        -0.000000         0.000000         6.977490        15.905259        24.034365        28.566491        44.457384        47.569320
        3.146963         0.304020        -0.000000         0.000000         6.870880        15.829655        24.089329        28.373399        44.490639        47.621057
        3.154409         0.301508        -0.000000         0.000000         6.765086        15.752561        24.143206        28.179073        44.524134        47.671569
        3.161854         0.298995        -0.000000         0.000000         6.659641        15.674854        24.196639        27.984241        44.557721        47.721587
        3.169299         0.296482        -0.000000         0.000000         6.554710        15.596244        24.249418        27.788663        44.591442        47.770879
        3.176744         0.293970        -0.000000         0.000000         6.450495        15.516414        24.301322        27.592083        44.625329        47.819211
        3.184190         0.291457        -0.000000         0.000000         6.346649        15.435968        24.352786        27.394997        44.659297        47.867065
        3.191635         0.288945        -0.000000         0.000000         6.243522        15.354333        24.403407        27.196939        44.693414        47.914004
        3.199080         0.286432        -0.000000         0.000000         6.140987        15.271748        24.453364        26.998107        44.727643        47.960228
        3.206526         0.283920        -0.000000         0.000000         6.038839        15.188541        24.502886        26.798770        44.761943        48.005985
        3.213971         0.281407        -0.000000         0.000000         5.937636        15.103850        24.551385        26.598232        44.796405        48.050648
        3.221416         0.278895        -0.000000         0.000000         5.836875        15.018480        24.599424        26.397148        44.830936        48.094820
        3.228861         0.276382        -0.000000         0.000000         5.736676        14.932246        24.646877        26.195368        44.865556        48.138366
        3.236307         0.273869        -0.000000         0.000000         5.637353        14.844693        24.693451        25.992534        44.900302        48.180973
        3.243752         0.271357        -0.000000         0.000000         5.538457        14.756503        24.739606        25.789192        44.935109        48.223130
        3.251197         0.268844        -0.000000         0.000000         5.440349        14.667146        24.784998        25.584924        44.970024        48.264468
        3.258643         0.266332        -0.000000         0.000000         5.342961        14.576738        24.829717        25.379828        45.005031        48.305076
        3.266088         0.263819        -0.000000         0.000000         5.246017        14.485685        24.870406        25.177842        45.040097        48.345236
        3.273533         0.261307        -0.000000         0.000000         5.150103        14.393150        24.863520        25.021341        45.075291        48.384374
        3.280979         0.258794        -0.000000         0.000000         5.054734        14.299843        24.760095        24.960304        45.110550        48.422980
        3.288424         0.256281        -0.000000         0.000000         4.959955        14.205699        24.552080        25.002692        45.145882        48.461009
        3.295869         0.253769        -0.000000         0.000000         4.866205        14.110112        24.342953        25.044213        45.181335        48.498046
        3.303314         0.251256        -0.000000         0.000000         4.772934        14.013859        24.133314        25.085339        45.216844        48.534620
        3.310760         0.248744        -0.000000         0.000000         4.680496        13.916452        23.922792        25.125786        45.252451        48.570396
        3.318205         0.246231        -0.000000         0.000000         4.588907        13.817882        23.711387        25.165563        45.288155        48.605359
        3.325650         0.243719        -0.000000         0.000000         4.497812        13.718636        23.499469        25.204954        45.323917        48.639848
        3.333096         0.241206        -0.000000         0.000000         4.407806        13.617912        23.286437        25.243511        45.359805        48.673288
        3.340541         0.238694        -0.000000         0.000000         4.318451        13.516316        23.072751        25.281587        45.395767        48.706100
        3.347986         0.236181        -0.000000         0.000000         4.229695        13.413915        22.858463        25.319219        45.431797        48.738332
        3.355431         0.233668        -0.000000         0.000000         4.142118        13.309948        22.643011        25.356004        45.467963        48.769410
        3.362877         0.231156        -0.000000         0.000000         4.055066        13.205289        22.427047        25.392421        45.504188        48.799968
        3.370322         0.228643        -0.000000         0.000000         3.968872        13.099504        22.210251        25.428242        45.540511        48.829676
        3.377767         0.226131        -0.000000         0.000000         3.883653        12.992451        21.992525        25.463403        45.576944        48.858401
        3.385213         0.223618        -0.000000         0.000000         3.798972        12.884701        21.774289        25.498205        45.613437        48.886580
        3.392658         0.221106        -0.000000         0.000000         3.715419        12.775502        21.554996        25.532266        45.650055        48.913600
        3.400103         0.218593        -0.000000         0.000000         3.632621        12.665343        21.335007        25.565846        45.686756        48.939829
        3.407549         0.216080        -0.000000         0.000000         3.550417        12.554430        21.114471        25.599048        45.723522        48.965437
        3.414994         0.213568        -0.000000         0.000000         3.469536        12.441856        20.892738        25.631431        45.760428        48.989628
        3.422439         0.211055        -0.000000         0.000000         3.389220        12.328584        20.670503        25.663473        45.797392        49.013203
        3.429884         0.208543        -0.000000         0.000000         3.309768        12.214241        20.447501        25.694994        45.834444        49.035833
        3.437330         0.206030        -0.000000         0.000000         3.231414        12.098558        20.223540        25.725872        45.871603        49.057235
        3.444775         0.203518        -0.000000         0.000000         3.153635        11.982177        19.999082        25.756418        45.908817        49.077988
        3.452220         0.201005        -0.000000         0.000000         3.077001        11.864419        19.773644        25.786310        45.946135        49.097432
        3.459666         0.198492        -0.000000         0.000000         3.001227        11.745642        19.547484        25.815726        45.983526        49.115872
        3.467111         0.195980        -0.000000         0.000000         2.926038        11.626173        19.320833        25.844817        46.020966        49.133630
        3.474556         0.193467        -0.000000         0.000000         2.852284        11.505031        19.093001        25.873131        46.058514        49.149677
        3.482001         0.190955        -0.000000         0.000000         2.779138        11.383193        18.864678        25.901124        46.096103        49.164987
        3.489447         0.188442        -0.000000         0.000000         2.706845        11.260378        18.635666        25.928667        46.133748        49.179259
        3.496892         0.185930        -0.000000         0.000000         2.635768        11.136197        18.405695        25.955585        46.171460        49.192031
        3.504337         0.183417        -0.000000         0.000000         2.565295        11.011345        18.175252        25.982196        46.209202        49.204048
        3.511783         0.180905        -0.000000         0.000000         2.495963        10.885234        17.943926        26.008233        46.246991        49.214632
        3.519228         0.178392        -0.000000         0.000000         2.427591        10.758087        17.711874        26.033800        46.284809        49.223996
        3.526673         0.175879        -0.000000         0.000000         2.359830        10.630281        17.479360        26.059068        46.322643        49.232579
        3.534119         0.173367        -0.000000         0.000000         2.293506        10.500956        17.245784        26.083646        46.360497        49.239313
