# Phonon dispersion from ShengBTE
# Path: G -> X -> K -> G -> L
# Tick positions:
#       G  d = 0.000000
#       X  d = 1.149293
#       K  d = 2.057889
#       G  d = 3.276898
#       L  d = 4.272215
#       distance               qx               qy               qz     omega_1(THz)     omega_2(THz)     omega_3(THz)     omega_4(THz)     omega_5(THz)     omega_6(THz)
        1.423242        -0.113065         0.462312         0.349246         4.958848         5.119798        10.993721        12.055447        13.692577        13.763038
        1.427807        -0.114950         0.461683         0.346734         4.976522         5.145378        10.966409        12.042033        13.692975        13.765046
        1.432373        -0.116834         0.461055         0.344221         4.997591         5.167638        10.939378        12.028916        13.693475        13.766606
        1.436939        -0.118719         0.460427         0.341709         5.022379         5.186252        10.912631        12.016095        13.694091        13.767706
        1.441505        -0.120603         0.459799         0.339196         5.051213         5.200894        10.886166        12.003569        13.694841        13.768330
        1.446071        -0.122487         0.459171         0.336683         5.084418         5.211240        10.859984        11.991338        13.695739        13.768464
        1.450636        -0.124372         0.458543         0.334171         5.122321         5.216964        10.834086        11.979401        13.696803        13.768093
        1.455202        -0.126256         0.457915         0.331658         5.137136         5.245511        10.806266        11.964719        13.697733        13.770753
        1.459768        -0.128141         0.457286         0.329146         5.142426         5.283467        10.777638        11.948821        13.698692        13.774642
        1.464334        -0.130025         0.456658         0.326633         5.151909         5.317281        10.749307        11.933227        13.699830        13.777991
        1.468900        -0.131910         0.456030         0.324121         5.165347         5.347189        10.721274        11.917936        13.701141        13.780810
        1.473466        -0.133794         0.455402         0.321608         5.182505         5.373425        10.693538        11.902947        13.702615        13.783110
        1.478031        -0.135678         0.454774         0.319095         5.203147         5.396227        10.666099        11.888258        13.704244        13.784902
        1.482597        -0.137563         0.454146         0.316583         5.227037         5.415829        10.638957        11.873868        13.706022        13.786197
        1.487163        -0.139447         0.453518         0.314070         5.253937         5.432468        10.612111        11.859777        13.707940        13.787004
        1.491729        -0.141332         0.452889         0.311558         5.277843         5.450972        10.585664        11.845215        13.710035        13.788279
        1.496295        -0.143216         0.452261         0.309045         5.293862         5.475508        10.559644        11.829655        13.712266        13.790739
        1.500860        -0.145101         0.451633         0.306533         5.311361         5.498697        10.533865        11.814370        13.714536        13.792840
        1.505426        -0.146985         0.451005         0.304020         5.325202         5.525247        10.507445        11.798774        13.716744        13.795719
        1.509992        -0.148869         0.450377         0.301508         5.338375         5.552322        10.480739        11.783073        13.719053        13.798786
        1.514558        -0.150754         0.449749         0.298995         5.354363         5.576713        10.454315        11.767637        13.721556        13.801283
        1.519124        -0.152638         0.449121         0.296482         5.372994         5.598588        10.428174        11.752463        13.724239        13.803225
        1.523689        -0.154523         0.448492         0.293970         5.394098         5.618117        10.402314        11.737550        13.727091        13.804628
        1.528255        -0.156407         0.447864         0.291457         5.416418         5.636152        10.376857        11.722775        13.730121        13.805701
        1.532821        -0.158291         0.447236         0.288945         5.428512         5.660118        10.352971        11.706895        13.733484        13.808452
        1.537387        -0.160176         0.446608         0.286432         5.442097         5.682797        10.329311        11.691248        13.736944        13.810774
        1.541953        -0.162060         0.445980         0.283920         5.457326         5.704036        10.305877        11.675832        13.740517        13.812653
        1.546518        -0.163945         0.445352         0.281407         5.474351         5.723682        10.282669        11.660647        13.744218        13.814077
        1.551084        -0.165829         0.444724         0.278894         5.493326         5.741581        10.259689        11.645691        13.748063        13.815032
        1.555650        -0.167714         0.444095         0.276382         5.510364         5.760533        10.236428        11.630771        13.751834        13.816591
        1.560216        -0.169598         0.443467         0.273869         5.526193         5.780027        10.213024        11.615911        13.755596        13.818473
        1.564782        -0.171482         0.442839         0.271357         5.543920         5.797825        10.189892        11.601259        13.759518        13.819813
        1.569348        -0.173367         0.442211         0.268844         5.552888         5.819489        10.169136        11.586077        13.763588        13.822558
        1.573913        -0.175251         0.441583         0.266332         5.560376         5.841559        10.149155        11.570884        13.767869        13.825258
        1.578479        -0.177136         0.440955         0.263819         5.569199         5.862564        10.129391        11.555869        13.772397        13.827376
        1.583045        -0.179020         0.440327         0.261307         5.579456         5.882405        10.109845        11.541031        13.777205        13.828883
        1.587611        -0.180905         0.439698         0.258794         5.591242         5.900984        10.090516        11.526368        13.782322        13.829750
        1.592177        -0.182789         0.439070         0.256281         5.604654         5.918201        10.071407        11.511879        13.787782        13.829949
        1.596742        -0.184673         0.438442         0.253769         5.619791         5.933959        10.052518        11.497563        13.793616        13.829449
        1.601308        -0.186558         0.437814         0.251256         5.636748         5.948157        10.033849        11.483418        13.799856        13.828224
        1.605874        -0.188442         0.437186         0.248744         5.645044         5.965385        10.017030        11.469465        13.804151        13.830554
        1.610440        -0.190327         0.436558         0.246231         5.644122         5.986208        10.002078        11.455707        13.806480        13.836426
        1.615006        -0.192211         0.435930         0.243719         5.644359         6.006141         9.987373        11.442119        13.809181        13.841565
        1.619571        -0.194095         0.435302         0.241206         5.645759         6.025176         9.972915        11.428701        13.812220        13.846008
        1.624137        -0.195980         0.434673         0.238693         5.648325         6.043307         9.958703        11.415453        13.815562        13.849796
        1.628703        -0.197864         0.434045         0.236181         5.652062         6.060527         9.944738        11.402373        13.819170        13.852966
        1.633269        -0.199749         0.433417         0.233668         5.656973         6.076829         9.931020        11.389461        13.823010        13.855558
        1.637835        -0.201633         0.432789         0.231156         5.663061         6.092206         9.917549        11.376715        13.827045        13.857611
        1.642400        -0.203518         0.432161         0.228643         5.668253         6.106967         9.905273        11.364148        13.830645        13.860150
        1.646966        -0.205402         0.431533         0.226131         5.666250         6.122532         9.896803        11.351774        13.831970        13.866146
        1.651532        -0.207286         0.430905         0.223618         5.664652         6.138019         9.888502        11.339533        13.833222        13.871940
        1.656098        -0.209171         0.430276         0.221106         5.661893         6.153290         9.880349        11.327909        13.834095        13.878209
        1.660664        -0.211055         0.429648         0.218593         5.657764         6.168134         9.872401        11.316986        13.834642        13.884937
        1.665229        -0.212940         0.429020         0.216080         5.654343         6.182605         9.864711        11.306141        13.835334        13.891172
        1.669795        -0.214824         0.428392         0.213568         5.651644         6.196685         9.857278        11.295374        13.836170        13.896920
        1.674361        -0.216709         0.427764         0.211055         5.649683         6.210356         9.850102        11.284686        13.837143        13.902189
        1.678927        -0.218593         0.427136         0.208543         5.648474         6.223599         9.843182        11.274076        13.838252        13.906986
        1.683493        -0.220477         0.426508         0.206030         5.640439         6.236280         9.840759        11.263962        13.838296        13.913934
        1.688059        -0.222362         0.425879         0.203518         5.631977         6.249070         9.838910        11.253938        13.838157        13.920924
        1.692624        -0.224246         0.425251         0.201005         5.623774         6.261986         9.837250        11.243962        13.837946        13.927720
        1.697190        -0.226131         0.424623         0.198492         5.615847         6.275009         9.835778        11.234034        13.837674        13.934314
        1.701756        -0.228015         0.423995         0.195980         5.608213         6.288121         9.834497        11.224153        13.837350        13.940697
        1.706322        -0.229899         0.423367         0.193467         5.599995         6.300483         9.833419        11.215043        13.837019        13.947001
        1.710888        -0.231784         0.422739         0.190955         5.590772         6.311545         9.832630        11.207051        13.836693        13.953269
        1.715453        -0.233668         0.422111         0.188442         5.581993         6.322554         9.832144        11.199010        13.836315        13.959260
        1.720019        -0.235553         0.421482         0.185930         5.569801         6.332559         9.834502        11.191413        13.835655        13.965953
        1.724585        -0.237437         0.420854         0.183417         5.555489         6.342220         9.838645        11.184044        13.834751        13.973072
        1.729151        -0.239322         0.420226         0.180905         5.541328         6.352157         9.843036        11.176603        13.833731        13.980055
        1.733717        -0.241206         0.419598         0.178392         5.527326         6.362359         9.847677        11.169089        13.832599        13.986898
        1.738282        -0.243090         0.418970         0.175879         5.513492         6.372820         9.852569        11.161501        13.831357        13.993601
        1.742848        -0.244975         0.418342         0.173367         5.499833         6.383529         9.857712        11.153839        13.830010        14.000160
        1.747414        -0.246859         0.417714         0.170854         5.486358         6.394479         9.863108        11.146100        13.828560        14.006574
        1.751980        -0.248744         0.417085         0.168342         5.473077         6.405660         9.868757        11.138284        13.827009        14.012841
        1.756546        -0.250628         0.416457         0.165829         5.457904         6.414907         9.875530        11.131936        13.825476        14.019194
        1.761111        -0.252513         0.415829         0.163317         5.438689         6.420121         9.884345        11.128543        13.824056        14.025890
        1.765677        -0.254397         0.415201         0.160804         5.419587         6.425644         9.893480        11.124984        13.822515        14.032466
        1.770243        -0.256281         0.414573         0.158291         5.400604         6.431472         9.902932        11.121262        13.820853        14.038921
        1.774809        -0.258166         0.413945         0.155779         5.381743         6.437600         9.912696        11.117381        13.819071        14.045255
        1.779375        -0.260050         0.413317         0.153266         5.363010         6.444025         9.922768        11.113343        13.817172        14.051466
        1.783941        -0.261935         0.412688         0.150754         5.344409         6.450741         9.933146        11.109154        13.815157        14.057554
        1.788506        -0.263819         0.412060         0.148241         5.325946         6.457744         9.943824        11.104815        13.813026        14.063517
        1.793072        -0.265704         0.411432         0.145729         5.307528         6.464932         9.954856        11.100385        13.810789        14.069371
        1.797638        -0.267588         0.410804         0.143216         5.287000         6.470181         9.967436        11.097071        13.808622        14.075482
        1.802204        -0.269472         0.410176         0.140704         5.266537         6.475806         9.980262        11.093600        13.806355        14.081530
        1.806770        -0.271357         0.409548         0.138191         5.245778         6.480768         9.993122        11.090944        13.804081        14.087422
        1.811335        -0.273241         0.408920         0.135678         5.224143         6.483396        10.005837        11.090513        13.801936        14.092992
        1.815901        -0.275126         0.408291         0.133166         5.202581         6.486377        10.019041        11.089699        13.799670        14.098471
        1.820467        -0.277010         0.407663         0.130653         5.181093         6.489709        10.032726        11.088509        13.797285        14.103858
        1.825033        -0.278894         0.407035         0.128141         5.159682         6.493391        10.046883        11.086949        13.794779        14.109154
        1.829599        -0.280779         0.406407         0.125628         5.138352         6.497421        10.061505        11.085027        13.792154        14.114357
        1.834164        -0.282663         0.405779         0.123116         5.116656         6.500110        10.076235        11.083971        13.789670        14.119446
        1.838730        -0.284548         0.405151         0.120603         5.094860         6.502614        10.091266        11.082970        13.787176        14.124475
        1.843296        -0.286432         0.404523         0.118090         5.073113         6.505501        10.106709        11.081616        13.784589        14.129457
        1.847862        -0.288317         0.403894         0.115578         5.051416         6.508773        10.122565        11.079907        13.781906        14.134390
        1.852428        -0.290201         0.403266         0.113065         5.029773         6.512428        10.138836        11.077842        13.779128        14.139275
        1.856993        -0.292085         0.402638         0.110553         5.007924         6.515577        10.155173        11.076392        13.776345        14.144014
        1.861559        -0.293970         0.402010         0.108040         4.985204         6.515981        10.170907        11.077797        13.773775        14.148351
        1.866125        -0.295854         0.401382         0.105528         4.962522         6.516754        10.187382        11.078534        13.771092        14.152615
        1.870691        -0.297739         0.400754         0.103015         4.940351         6.516966        10.203548        11.079522        13.768512        14.156621
        1.875257        -0.299623         0.400126         0.100503         4.918769         6.516455        10.219174        11.080940        13.766095        14.160362
        1.879823        -0.301508         0.399497         0.097990         4.897214         6.516325        10.235481        11.081719        13.763590        14.164066
        1.884388        -0.303392         0.398869         0.095477         4.875688         6.516577        10.252477        11.081851        13.760997        14.167732
        1.888954        -0.305276         0.398241         0.092965         4.854192         6.517211        10.270169        11.081328        13.758314        14.171361
        1.893520        -0.307161         0.397613         0.090452         4.832728         6.518228        10.288567        11.080142        13.755541        14.174950
        1.898086        -0.309045         0.396985         0.087940         4.811299         6.519627        10.307678        11.078286        13.752676        14.178499
        1.902652        -0.310930         0.396357         0.085427         4.789905         6.521410        10.327510        11.075751        13.749719        14.182008
        1.907217        -0.312814         0.395729         0.082915         4.768735         6.522365        10.346704        11.074232        13.746876        14.185253
        1.911783        -0.314698         0.395101         0.080402         4.748523         6.517653        10.359947        11.080358        13.744983        14.187354
        1.916349        -0.316583         0.394472         0.077889         4.728335         6.513316        10.374188        11.085503        13.743015        14.189428
        1.920915        -0.318467         0.393844         0.075377         4.708172         6.509355        10.389407        11.089686        13.740971        14.191474
        1.925481        -0.320352         0.393216         0.072864         4.688034         6.505769        10.405587        11.092926        13.738849        14.193493
        1.930046        -0.322236         0.392588         0.070352         4.667922         6.502558        10.422711        11.095239        13.736650        14.195484
        1.934612        -0.324121         0.391960         0.067839         4.647840         6.499724        10.440760        11.096646        13.734372        14.197446
        1.939178        -0.326005         0.391332         0.065327         4.627786         6.497265        10.459716        11.097163        13.732014        14.199378
        1.943744        -0.327889         0.390704         0.062814         4.607764         6.495181        10.479562        11.096810        13.729576        14.201281
        1.948310        -0.329774         0.390075         0.060302         4.591263         6.492251        10.494662        11.098817        13.727579        14.202289
        1.952875        -0.331658         0.389447         0.057789         4.575322         6.489529        10.509646        11.100580        13.725585        14.203168
        1.957441        -0.333543         0.388819         0.055276         4.559339         6.486734        10.524842        11.102393        13.723588        14.203996
        1.962007        -0.335427         0.388191         0.052764         4.542568         6.480648        10.537400        11.109084        13.722049        14.204448
        1.966573        -0.337312         0.387563         0.050251         4.525815         6.474934        10.551482        11.114268        13.720428        14.204873
        1.971139        -0.339196         0.386935         0.047739         4.509081         6.469592        10.567044        11.117989        13.718723        14.205271
        1.975704        -0.341080         0.386307         0.045226         4.492367         6.464622        10.584044        11.120291        13.716936        14.205643
        1.980270        -0.342965         0.385678         0.042714         4.475673         6.460023        10.602439        11.121217        13.715065        14.205987
        1.984836        -0.344849         0.385050         0.040201         4.462063         6.455155        10.617321        11.123591        13.713435        14.205606
        1.989402        -0.346734         0.384422         0.037688         4.450695         6.450213        10.629823        11.126846        13.711954        14.204716
        1.993968        -0.348618         0.383794         0.035176         4.439391         6.445660        10.643391        11.129016        13.710391        14.203816
        1.998534        -0.350503         0.383166         0.032663         4.428152         6.441494        10.658066        11.130061        13.708744        14.202908
        2.003099        -0.352387         0.382538         0.030151         4.416978         6.437716        10.673890        11.129941        13.707013        14.201990
        2.007665        -0.354271         0.381910         0.027638         4.405829         6.434099        10.690576        11.129069        13.705235        14.201044
        2.012231        -0.356156         0.381281         0.025126         4.394057         6.427023        10.703378        11.134254        13.704005        14.199769
        2.016797        -0.358040         0.380653         0.022613         4.382301         6.420306        10.718194        11.137462        13.702680        14.198462
        2.021363        -0.359925         0.380025         0.020101         4.372377         6.413699        10.732060        11.140451        13.701402        14.196738
        2.025928        -0.361809         0.379397         0.017588         4.366914         6.406866        10.740696        11.145750        13.700366        14.194058
        2.030494        -0.363693         0.378769         0.015075         4.361522         6.400417        10.751031        11.149350        13.699228        14.191359
        2.035060        -0.365578         0.378141         0.012563         4.356201         6.394350        10.763179        11.151134        13.697989        14.188641
        2.039626        -0.367462         0.377513         0.010050         4.350949         6.388666        10.777257        11.150986        13.696649        14.185904
        2.044192        -0.369347         0.376884         0.007538         4.345768         6.383365        10.793380        11.148791        13.695207        14.183147
        2.048757        -0.371231         0.376256         0.005025         4.340657         6.378447        10.811665        11.144433        13.693664        14.180371
        2.053323        -0.373116         0.375628         0.002513         4.335617         6.373912        10.832228        11.137797        13.692019        14.177574
        2.057889        -0.375000         0.375000         0.000000         4.330647         6.369759        10.855183        11.128767        13.690273        14.174758
        2.064015        -0.373116         0.373116        -0.000000         4.335739         6.386398        10.815106        11.131992        13.694321        14.185401
        2.070140        -0.371231         0.371231        -0.000000         4.340825         6.402601        10.775968        11.134858        13.698373        14.195928
        2.076266        -0.369347         0.369347        -0.000000         4.345906         6.418368        10.737770        11.137364        13.702428        14.206338
        2.082392        -0.367462         0.367462        -0.000000         4.350980         6.433699        10.700511        11.139512        13.706487        14.216631
        2.088517        -0.365578         0.365578        -0.000000         4.356047         6.448593        10.664191        11.141301        13.710549        14.226807
        2.094643        -0.363693         0.363693        -0.000000         4.361109         6.463052        10.628810        11.142730        13.714615        14.236866
        2.100769        -0.361809         0.361809        -0.000000         4.366164         6.477075        10.594369        11.143801        13.718684        14.246808
        2.106894        -0.359925         0.359925        -0.000000         4.371213         6.490661        10.560867        11.144512        13.722756        14.256633
        2.113020        -0.358040         0.358040        -0.000000         4.376256         6.503812        10.528304        11.144864        13.726832        14.266342
        2.119146        -0.356156         0.356156        -0.000000         4.381293         6.516526        10.496681        11.144858        13.730912        14.275934
        2.125271        -0.354271         0.354271        -0.000000         4.386324         6.528805        10.465997        11.144492        13.734995        14.285408
        2.131397        -0.352387         0.352387        -0.000000         4.389067         6.533228        10.428854        11.155476        13.740112        14.293845
        2.137523        -0.350503         0.350503        -0.000000         4.391611         6.536899        10.391629        11.167219        13.745266        14.302101
        2.143649        -0.348618         0.348618        -0.000000         4.394087         6.540259        10.354742        11.179044        13.750395        14.310230
        2.149774        -0.346734         0.346734        -0.000000         4.396496         6.543308        10.318192        11.190950        13.755499        14.318232
        2.155900        -0.344849         0.344849        -0.000000         4.398838         6.546046        10.281979        11.202938        13.760579        14.326106
        2.162026        -0.342965         0.342965        -0.000000         4.401112         6.548472        10.246103        11.215008        13.765633        14.333854
        2.168151        -0.341080         0.341080        -0.000000         4.403319         6.550587        10.210564        11.227160        13.770663        14.341474
        2.174277        -0.339196         0.339196        -0.000000         4.405458         6.552391        10.175362        11.239394        13.775669        14.348968
        2.180403        -0.337312         0.337312        -0.000000         4.407530         6.553884        10.140498        11.251709        13.780649        14.356334
        2.186528        -0.335427         0.335427        -0.000000         4.409535         6.555065        10.105970        11.264107        13.785605        14.363573
        2.192654        -0.333543         0.333543        -0.000000         4.411472         6.555934        10.071780        11.276586        13.790536        14.370686
        2.198780        -0.331658         0.331658        -0.000000         4.410299         6.550178        10.035521        11.294987        13.796131        14.376730
        2.204905        -0.329774         0.329774        -0.000000         4.408669         6.543465         9.999024        11.314246        13.801766        14.382550
        2.211031        -0.327889         0.327889        -0.000000         4.406964         6.536594         9.962574        11.333637        13.807354        14.388266
        2.217157        -0.326005         0.326005        -0.000000         4.405182         6.529564         9.926170        11.353158        13.812895        14.393877
        2.223282        -0.324121         0.324121        -0.000000         4.403324         6.522375         9.889814        11.372810        13.818389        14.399383
        2.229408        -0.322236         0.322236        -0.000000         4.401390         6.515027         9.853505        11.392593        13.823835        14.404784
        2.235534        -0.320352         0.320352        -0.000000         4.399379         6.507520         9.817243        11.412508        13.829234        14.410081
        2.241659        -0.318467         0.318467        -0.000000         4.397293         6.499855         9.781028        11.432553        13.834586        14.415273
        2.247785        -0.316583         0.316583        -0.000000         4.395130         6.492031         9.744860        11.452729        13.839890        14.420359
        2.253911        -0.314698         0.314698        -0.000000         4.392891         6.484048         9.708739        11.473036        13.845148        14.425342
        2.260036        -0.312814         0.312814        -0.000000         4.390575         6.475906         9.672665        11.493474        13.850358        14.430219
        2.266162        -0.310930         0.310930        -0.000000         4.385103         6.462112         9.636332        11.517097        13.856089        14.434330
        2.272288        -0.309045         0.309045        -0.000000         4.378980         6.447186         9.599799        11.541433        13.861880        14.438243
        2.278413        -0.307161         0.307161        -0.000000         4.372825         6.432240         9.563110        11.565868        13.867616        14.442094
        2.284539        -0.305276         0.305276        -0.000000         4.366639         6.417272         9.526265        11.590401        13.873298        14.445883
        2.290665        -0.303392         0.303392        -0.000000         4.360421         6.402283         9.489264        11.615033        13.878924        14.449610
        2.296790        -0.301508         0.301508        -0.000000         4.354172         6.387272         9.452108        11.639764        13.884495        14.453274
        2.302916        -0.299623         0.299623        -0.000000         4.347891         6.372241         9.414795        11.664594        13.890011        14.456877
        2.309042        -0.297739         0.297739        -0.000000         4.341579         6.357188         9.377326        11.689522        13.895473        14.460418
        2.315167        -0.295854         0.295854        -0.000000         4.335235         6.342114         9.339701        11.714550        13.900879        14.463897
        2.321293        -0.293970         0.293970        -0.000000         4.328860         6.327018         9.301920        11.739676        13.906231        14.467313
        2.327419        -0.292085         0.292085        -0.000000         4.322453         6.311902         9.263984        11.764900        13.911527        14.470668
        2.333544        -0.290201         0.290201        -0.000000         4.313417         6.291700         9.226833        11.791992        13.917448        14.473652
        2.339670        -0.288317         0.288317        -0.000000         4.303670         6.270150         9.189648        11.819656        13.923515        14.476524
        2.345796        -0.286432         0.286432        -0.000000         4.293964         6.248714         9.152142        11.847383        13.929536        14.479378
        2.351921        -0.284548         0.284548        -0.000000         4.284297         6.227393         9.114314        11.875173        13.935511        14.482212
        2.358047        -0.282663         0.282663        -0.000000         4.274671         6.206186         9.076165        11.903026        13.941439        14.485026
        2.364173        -0.280779         0.280779        -0.000000         4.265085         6.185094         9.037694        11.930941        13.947321        14.487822
        2.370298        -0.278894         0.278894        -0.000000         4.255539         6.164115         8.998902        11.958920        13.953157        14.490598
        2.376424        -0.277010         0.277010        -0.000000         4.246033         6.143252         8.959788        11.986962        13.958946        14.493355
        2.382550        -0.275126         0.275126        -0.000000         4.236567         6.122502         8.920352        12.015066        13.964688        14.496093
        2.388676        -0.273241         0.273241        -0.000000         4.227142         6.101867         8.880596        12.043234        13.970384        14.498811
        2.394801        -0.271357         0.271357        -0.000000         4.217756         6.081346         8.840517        12.071465        13.976034        14.501510
        2.400927        -0.269472         0.269472        -0.000000         4.206447         6.056128         8.802092        12.100997        13.982550        14.504110
        2.407053        -0.267588         0.267588        -0.000000         4.194471         6.029301         8.763989        12.131041        13.989386        14.506681
        2.413178        -0.265704         0.265704        -0.000000         4.182589         6.002736         8.725429        12.161115        13.996195        14.509259
        2.419304        -0.263819         0.263819        -0.000000         4.170802         5.976432         8.686412        12.191220        14.002977        14.511843
        2.425430        -0.261935         0.261935        -0.000000         4.159111         5.950390         8.646937        12.221355        14.009731        14.514435
        2.431555        -0.260050         0.260050        -0.000000         4.147514         5.924609         8.607006        12.251521        14.016458        14.517033
        2.437681        -0.258166         0.258166        -0.000000         4.136013         5.899091         8.566618        12.281717        14.023157        14.519637
        2.443807        -0.256281         0.256281        -0.000000         4.124606         5.873834         8.525773        12.311944        14.029830        14.522248
        2.449932        -0.254397         0.254397        -0.000000         4.113295         5.848838         8.484471        12.342202        14.036474        14.524866
        2.456058        -0.252513         0.252513        -0.000000         4.102079         5.824105         8.442712        12.372490        14.043092        14.527491
        2.462184        -0.250628         0.250628        -0.000000         4.090957         5.799633         8.400496        12.402808        14.049682        14.530122
        2.468309        -0.248744         0.248744        -0.000000         4.078414         5.770819         8.360709        12.434182        14.057356        14.532721
        2.474435        -0.246859         0.246859        -0.000000         4.065205         5.740085         8.321816        12.466071        14.065575        14.535314
        2.480561        -0.244975         0.244975        -0.000000         4.052090         5.709755         8.282355        12.497956        14.073787        14.537921
        2.486686        -0.243090         0.243090        -0.000000         4.039068         5.679831         8.242325        12.529837        14.081992        14.540542
        2.492812        -0.241206         0.241206        -0.000000         4.026139         5.650312         8.201726        12.561715        14.090189        14.543176
        2.498938        -0.239322         0.239322        -0.000000         4.013303         5.621197         8.160560        12.593588        14.098379        14.545825
        2.505063        -0.237437         0.237437        -0.000000         4.000560         5.592488         8.118825        12.625458        14.106562        14.548488
        2.511189        -0.235553         0.235553        -0.000000         3.987911         5.564184         8.076521        12.657324        14.114738        14.551164
        2.517315        -0.233668         0.233668        -0.000000         3.975355         5.536286         8.033650        12.689187        14.122907        14.553854
        2.523440        -0.231784         0.231784        -0.000000         3.962892         5.508792         7.990210        12.721045        14.131068        14.556558
        2.529566        -0.229899         0.229899        -0.000000         3.950522         5.481703         7.946202        12.752900        14.139222        14.559276
        2.535692        -0.228015         0.228015        -0.000000         3.936842         5.450589         7.905125        12.785631        14.148520        14.561919
        2.541817        -0.226131         0.226131        -0.000000         3.922303         5.417143         7.865625        12.818886        14.158555        14.564521
        2.547943        -0.224246         0.224246        -0.000000         3.907785         5.384206         7.825456        12.852099        14.168594        14.567138
        2.554069        -0.222362         0.222362        -0.000000         3.893288         5.351778         7.784619        12.885268        14.178640        14.569771
        2.560194        -0.220477         0.220477        -0.000000         3.878813         5.319857         7.743113        12.918394        14.188690        14.572420
        2.566320        -0.218593         0.218593        -0.000000         3.864359         5.288445         7.700937        12.951478        14.198746        14.575084
        2.572446        -0.216709         0.216709        -0.000000         3.849926         5.257541         7.658093        12.984518        14.208808        14.577765
        2.578571        -0.214824         0.214824        -0.000000         3.835514         5.227146         7.614580        13.017515        14.218874        14.580461
        2.584697        -0.212940         0.212940        -0.000000         3.821124         5.197259         7.570397        13.050469        14.228946        14.583173
        2.590823        -0.211055         0.211055        -0.000000         3.806754         5.167880         7.525546        13.083381        14.239024        14.585900
        2.596948        -0.209171         0.209171        -0.000000         3.792406         5.139009         7.480026        13.116249        14.249107        14.588644
        2.603074        -0.207286         0.207286        -0.000000         3.776562         5.106362         7.437459        13.149749        14.260187        14.591305
        2.609200        -0.205402         0.205402        -0.000000         3.759432         5.070821         7.397041        13.183712        14.272067        14.593915
        2.615326        -0.203518         0.203518        -0.000000         3.742203         5.035822         7.355852        13.217586        14.283954        14.596553
        2.621451        -0.201633         0.201633        -0.000000         3.724875         5.001365         7.313893        13.251373        14.295847        14.599219
        2.627577        -0.199749         0.199749        -0.000000         3.707448         4.967450         7.271162        13.285073        14.307747        14.601915
        2.633703        -0.197864         0.197864        -0.000000         3.689922         4.934077         7.227661        13.318684        14.319653        14.604639
        2.639828        -0.195980         0.195980        -0.000000         3.672297         4.901245         7.183389        13.352208        14.331566        14.607391
        2.645954        -0.194095         0.194095        -0.000000         3.654573         4.868956         7.138346        13.385644        14.343485        14.610172
        2.652080        -0.192211         0.192211        -0.000000         3.636750         4.837208         7.092532        13.418992        14.355411        14.612982
        2.658205        -0.190327         0.190327        -0.000000         3.618828         4.806002         7.045948        13.452253        14.367344        14.615820
        2.664331        -0.188442         0.188442        -0.000000         3.600807         4.775338         6.998592        13.485426        14.379283        14.618687
        2.670457        -0.186558         0.186558        -0.000000         3.581079         4.741118         6.953707        13.518880        14.391906        14.621584
        2.676582        -0.184673         0.184673        -0.000000         3.559550         4.703314         6.911214        13.552581        14.405206        14.624535
        2.682708        -0.182789         0.182789        -0.000000         3.537796         4.666014         6.867846        13.586145        14.418504        14.627544
        2.688834        -0.180905         0.180905        -0.000000         3.515818         4.629220         6.823603        13.619573        14.431800        14.630612
        2.694959        -0.179020         0.179020        -0.000000         3.493616         4.592932         6.778485        13.652866        14.445094        14.633739
        2.701085        -0.177136         0.177136        -0.000000         3.471189         4.557148         6.732492        13.686022        14.458386        14.636925
        2.707211        -0.175251         0.175251        -0.000000         3.448537         4.521870         6.685623        13.719042        14.471675        14.640170
        2.713336        -0.173367         0.173367        -0.000000         3.425661         4.487097         6.637880        13.751926        14.484963        14.643473
        2.719462        -0.171482         0.171482        -0.000000         3.402560         4.452829         6.589261        13.784674        14.498249        14.646835
        2.725588        -0.169598         0.169598        -0.000000         3.379235         4.419066         6.539767        13.817287        14.511532        14.650256
        2.731713        -0.167714         0.167714        -0.000000         3.355685         4.385809         6.489398        13.849763        14.524814        14.653736
        2.737839        -0.165829         0.165829        -0.000000         3.330443         4.349281         6.440716        13.882098        14.538397        14.657442
        2.743965        -0.163945         0.163945        -0.000000         3.303075         4.308482         6.394294        13.914256        14.552348        14.661444
        2.750090        -0.162060         0.162060        -0.000000         3.275391         4.268112         6.346899        13.946232        14.566284        14.665544
        2.756216        -0.160176         0.160176        -0.000000         3.247390         4.228170         6.298534        13.978026        14.580205        14.669740
        2.762342        -0.158291         0.158291        -0.000000         3.219074         4.188658         6.249197        14.009637        14.594111        14.674034
        2.768467        -0.156407         0.156407        -0.000000         3.190442         4.149574         6.198888        14.041066        14.608002        14.678425
        2.774593        -0.154523         0.154523        -0.000000         3.161493         4.110920         6.147609        14.072312        14.621878        14.682914
        2.780719        -0.152638         0.152638        -0.000000         3.132228         4.072694         6.095357        14.103376        14.635739        14.687500
        2.786844        -0.150754         0.150754        -0.000000         3.102647         4.034897         6.042135        14.134258        14.649585        14.692183
        2.792970        -0.148869         0.148869        -0.000000         3.072750         3.997528         5.987941        14.164958        14.663416        14.696964
        2.799096        -0.146985         0.146985        -0.000000         3.042537         3.960589         5.932776        14.195475        14.677231        14.701842
        2.805221        -0.145101         0.145101        -0.000000         3.010971         3.920802         5.878527        14.225441        14.689236        14.708876
        2.811347        -0.143216         0.143216        -0.000000         2.977432         3.876246         5.826223        14.254621        14.698281        14.719376
